,acousticness,danceability,instrumentalness,valence,energy,target
"Bold_Soul_Sister,_Bold_Soul_Brother_-_USDEA0400901***The_Black_On_White_Affair",0.661,0.457,1.54e-06,0.844,0.909,1
Cane_Shuga***Glass_Animals,0.543,0.785,0.291,0.806,0.796,1
Queen***Perfume_Genius,0.211,0.418,0.0443,0.127,0.547,1
Get_Lucky***Daft_Punk,0.0378,0.81,1.82e-06,0.86,0.793,1
Bugatti***Ace_Hood,0.0159,0.588,0.0,0.0602,0.596,1
Versace***Migos,0.0384,0.841,0.0,0.43,0.729,1
Black_Skinhead***Kanye_West,0.000954,0.775,0.0,0.288,0.823,1
Type_of_Way***Rich_Homie_Quan,0.147,0.85,0.0,0.769,0.509,1
Recover***CHVRCHES,0.00444,0.413,0.0,0.184,0.633,1
Bitter_Rivals***Sleigh_Bells,0.222,0.76,0.0,0.57,0.79,1
Gonna_Die***Autre_Ne_Veut,0.0745,0.409,0.00523,0.354,0.532,1
Angels***The_xx,0.957,0.342,0.114,0.329,0.159,1
GOT_IT_GOOD***KAYTRANADA,0.0475,0.606,0.0,0.325,0.503,1
I_Got_U***Duke_Dumont,0.00369,0.647,0.00641,0.438,0.762,1
Something_About_You_-_ODESZA_Remix***Hayden_James,0.0216,0.709,0.0125,0.106,0.669,1
Oblivion***The_Seshen,0.156,0.378,0.152,0.332,0.572,1
Distant_Heart***The_Seshen,0.112,0.555,0.00319,0.544,0.699,1
Finally_Moving***Pretty_Lights,0.382,0.735,0.856,0.535,0.555,1
Want_My_Love***Cathedrals,0.0564,0.607,0.0178,0.255,0.435,1
Myth***Beach_House,0.0369,0.448,0.0425,0.404,0.733,1
Weary***Solange,0.655,0.507,0.363,0.0978,0.466,1
Treat_Me_Like_Fire***LION_BABE,0.138,0.667,0.00685,0.36,0.658,1
Something_About_You***Hayden_James,0.345,0.855,0.0573,0.676,0.605,1
Let_It_Happen_-_Soulwax_Remix***Tame_Impala,0.2,0.739,0.824,0.782,0.848,1
Hood_Pass_Intact***Dâm-Funk,0.0739,0.833,0.00351,0.457,0.663,1
Let's_Dance_(Single_Version)_[2002_Remastered_Version]***David_Bowie,0.00535,0.654,0.00321,0.778,0.641,1
Ode_To_Viceroy***Mac_Demarco,0.208,0.514,0.0132,0.31,0.632,1
Five_Seconds***Twin_Shadow,0.0019,0.468,0.00704,0.645,0.88,1
No_Sleep_Till_Brooklyn***Beastie_Boys,0.135,0.756,0.0,0.662,0.415,1
F**kin'_Problems***A$AP_Rocky,0.0208,0.869,1e-06,0.668,0.687,1
Swerve..._the_reeping_of_all_that_is_worthwhile_(Noir_not_withstanding)***Shabazz_Palaces,0.144,0.709,0.000101,0.505,0.412,1
Never_Saw_The_Point***Cults,0.0559,0.521,0.0,0.825,0.851,1
212***Azealia_Banks,0.0852,0.858,0.0,0.658,0.789,1
Forgiven/Forgotten***Angel_Olsen,4.69e-06,0.566,0.309,0.656,0.869,1
All_My_Friends***LCD_Soundsystem,0.148,0.701,0.625,0.794,0.788,1
Lay_Up***Future,0.374,0.772,2.44e-06,0.557,0.612,1
Father_Stretch_My_Hands_Pt._1***Kanye_West,0.142,0.714,1.25e-06,0.429,0.566,1
Big_For_Your_Boots***Stormzy,0.0313,0.515,0.0,0.617,0.902,1
No_Security***Skepta,0.00531,0.859,0.000124,0.628,0.624,1
Fam***Saskilla,0.0381,0.709,0.0,0.474,0.797,1
Mr_Skeng***Stormzy,0.102,0.699,0.0,0.412,0.724,1
Beauty_and_the_Beast***Bugzy_Malone,0.377,0.497,0.0,0.382,0.734,1
I_Win***Lethal_Bizzle,0.0669,0.832,0.0,0.583,0.854,1
Plottin***J_HUS,0.285,0.88,7.66e-05,0.761,0.697,1
M.E.N***Bugzy_Malone,0.289,0.506,0.0139,0.294,0.43,1
Cold***Stormzy,0.202,0.732,0.0,0.713,0.974,1
Toothache***Jaykae,0.671,0.539,0.0,0.645,0.74,1
Coward***Chip,0.352,0.494,0.0,0.884,0.78,1
3_Wheel-ups_(feat._Wiley_&_Giggs)***Kano,0.00298,0.545,0.00117,0.681,0.904,1
T_On_the_Wing***President_T,0.397,0.739,0.0,0.357,0.665,1
Bad_Boys_(feat._Ghetts_and_J_Hus)***Stormzy,0.134,0.603,0.0,0.311,0.64,1
Thiago_Silva***Dave,0.0641,0.667,4e-06,0.661,0.673,1
And_Dat_(Ft._Stormzy)***Bonkaz,0.375,0.561,0.0,0.683,0.588,1
6_In_The_Morning***Wiley,0.258,0.812,0.0,0.851,0.937,1
Skepta_Interlude***Drake,0.0103,0.745,4.2e-06,0.374,0.822,1
Man_Don't_Care***Jme,0.329,0.673,0.0,0.364,0.922,1
Luke_Cage***AJ_Tracey,0.35,0.794,0.0,0.73,0.801,1
Shutdown***Skepta,0.1,0.575,0.0,0.822,0.723,1
My_Old_Man***Zac_Brown_Band,0.819,0.64,3.63e-05,0.273,0.196,0
Losing_Sleep***Chris_Young,0.0677,0.587,1.88e-06,0.65,0.628,0
Sleep_Without_You***Brett_Young,0.013,0.631,0.0,0.637,0.716,0
Yeah_Boy***Kelsea_Ballerini,0.231,0.589,0.0,0.464,0.809,0
Craving_You***Thomas_Rhett,0.000907,0.612,0.0,0.502,0.841,0
More_Girls_Like_You***Kip_Moore,0.01,0.553,0.0,0.574,0.743,0
Heart_Break***Lady_Antebellum,0.0538,0.548,8.22e-06,0.694,0.877,0
Cut_Your_Groove***Charlie_Worsham,0.151,0.528,3e-05,0.797,0.842,0
Black***Dierks_Bentley,0.27,0.663,0.000279,0.555,0.656,0
The_Weekend***Brantley_Gilbert,0.0549,0.53,0.0,0.703,0.809,0
Reasons***Jillian_Jacqueline,0.0966,0.525,0.0,0.313,0.657,0
Small_Town_Boy***Dustin_Lynch,0.0244,0.553,0.0,0.702,0.747,0
Yours_If_You_Want_It***Rascal_Flatts,0.0102,0.533,0.0,0.481,0.91,0
Roots***Zac_Brown_Band,0.148,0.726,0.000433,0.666,0.595,0
Sunday_Morning***Parmalee,0.00733,0.584,0.0,0.527,0.716,0
Hurricane***Luke_Combs,0.0165,0.443,2.89e-06,0.437,0.804,0
Think_A_Little_Less***Michael_Ray,0.124,0.521,0.000219,0.549,0.805,0
Speak_to_a_Girl***Tim_McGraw,0.661,0.476,0.0,0.205,0.527,0
Man_Enough_Now***Chris_Bandi,0.0159,0.591,0.0,0.52,0.577,0
If_I_Told_You***Darius_Rucker,0.335,0.5,0.0,0.293,0.622,0
Happy_People***Little_Big_Town,0.234,0.674,7.98e-05,0.962,0.706,0
All_On_Me***Devin_Dawson,0.144,0.631,0.0,0.692,0.658,0
Somethin'_I'm_Good_At***Brett_Eldredge,0.0494,0.562,0.0,0.466,0.94,0
I_Could_Use_a_Love_Song***Maren_Morris,0.214,0.638,0.0,0.445,0.634,0
Zac_Brown_Band_-_Hot_Country***Various_Artists,0.733,0.409,0.0,0.421,0.645,0
Trying_To_Drive***Zac_Brown_Band,0.0968,0.434,0.0,0.478,0.664,0
"God,_Your_Mama,_And_Me***Florida_Georgia_Line",0.333,0.439,0.0,0.688,0.802,0
Real_Thing***Zac_Brown_Band,0.0915,0.533,0.0,0.506,0.533,0
They_Don't_Know***Jason_Aldean,0.0207,0.434,0.00209,0.426,0.921,0
Every_Time_I_Hear_That_Song***Blake_Shelton,0.0558,0.523,6.96e-06,0.52,0.725,0
What_Ifs***Kane_Brown,0.00898,0.612,0.0,0.675,0.799,0
For_Her***Chris_Lane,0.0993,0.51,0.0,0.542,0.904,0
Act_Like_You_Don't***Brooke_Eden,0.424,0.55,0.0,0.462,0.774,0
In_Case_You_Didn't_Know***Brett_Young,0.397,0.596,0.0,0.381,0.544,0
Two_Black_X's***Dylan_Schneider,0.0166,0.622,0.000875,0.585,0.745,0
You_Look_Good***Lady_Antebellum,0.0344,0.659,0.00121,0.949,0.926,0
Close***Ryan_Kinder,0.00566,0.479,0.0,0.759,0.86,0
Ain't_Always_Pretty***Logan_Mize,0.186,0.56,0.0,0.466,0.78,0
Love_in_a_Bar***Ryan_Hurd,0.0179,0.512,0.0,0.313,0.587,0
Family_Table***Zac_Brown_Band,0.0292,0.403,0.0,0.634,0.745,0
Any_Ol'_Barstool***Jason_Aldean,0.312,0.536,0.0,0.472,0.722,0
Dirt_On_My_Boots***Jon_Pardi,0.116,0.685,0.0,0.532,0.783,0
Just_a_Phase***Adam_Craig,0.638,0.71,0.0,0.52,0.498,0
Body_Like_A_Back_Road***Sam_Hunt,0.463,0.731,1.04e-06,0.618,0.469,0
How_Not_To***Dan_+_Shay,0.208,0.501,0.0,0.627,0.836,0
Tin_Man***Miranda_Lambert,0.861,0.425,0.0148,0.297,0.372,0
Blue_Tacoma***Russell_Dickerson,0.0209,0.458,0.0,0.709,0.894,0
May_We_All***Florida_Georgia_Line,0.0406,0.488,0.0,0.637,0.915,0
Last_Time_for_Everything***Brad_Paisley,0.422,0.482,1.87e-05,0.596,0.739,0
Getting_Over_You***Jackie_Lee,0.0527,0.442,0.0,0.554,0.784,0
Flatliner_(feat._Dierks_Bentley)***Cole_Swindell,0.00434,0.555,0.0,0.558,0.896,0
Like_You_That_Way***Canaan_Smith,0.0551,0.41,0.0,0.592,0.738,0
Hometown_Girl***Josh_Turner,0.273,0.507,0.0567,0.492,0.81,0
Star_Of_The_Show***Thomas_Rhett,0.129,0.69,0.0,0.652,0.626,0
Either_Way***Chris_Stapleton,0.865,0.641,4.08e-06,0.289,0.0628,0
No_Such_Thing_as_a_Broken_Heart***Old_Dominion,0.279,0.655,0.0,0.931,0.785,0
There’s_A_Girl***Trent_Harmon,0.2,0.529,0.0,0.343,0.803,0
The_Fighter***Keith_Urban,0.0304,0.681,0.0,0.761,0.845,0
Despacito_-_Remix***Luis_Fonsi,0.229,0.694,0.0,0.826,0.815,0
Felices_los_4***Maluma,0.231,0.755,0.0,0.734,0.789,0
SUBEME_LA_RADIO***Enrique_Iglesias,0.0744,0.684,0.0,0.645,0.823,0
Me_Rehúso***Danny_Ocean,0.0258,0.746,0.0,0.471,0.794,0
El_Amante***Nicky_Jam,0.243,0.683,0.0,0.746,0.691,0
Escápate_Conmigo***Wisin,0.0245,0.747,4.46e-05,0.746,0.864,0
Ahora_Dice***Chris_Jeday,0.286,0.706,0.0,0.42,0.689,0
Chantaje***Shakira,0.168,0.859,4.65e-05,0.913,0.756,0
Hey_Ma_(with_Pitbull_&_J_Balvin_feat._Camila_Cabello)_-_Spanish_Version***Pitbull,0.0277,0.489,6.18e-06,0.507,0.962,0
Sigo_Extrañándote***J_Balvin,0.154,0.889,0.000107,0.916,0.853,0
Otra_Vez_(feat._J_Balvin)***Zion_&_Lennox,0.0559,0.832,0.000486,0.714,0.772,0
La_Rompe_Corazones***Daddy_Yankee,0.116,0.685,0.0,0.886,0.859,0
"Sola_(Remix)_[feat._Daddy_Yankee,_Wisin,_Farruko,_Zion_&_Lennox]***Anuel_Aa",0.27,0.639,0.0,0.766,0.869,0
Despacito_(Featuring_Daddy_Yankee)***Luis_Fonsi,0.209,0.66,0.0,0.849,0.786,0
Reggaetón_Lento_(Bailemos)***CNCO,0.4,0.761,0.0,0.717,0.838,0
Hey_DJ***CNCO,0.0309,0.792,0.0,0.45,0.819,0
Me_Llamas_(feat._Maluma)_-_Remix***Piso_21,0.547,0.76,1.3e-06,0.74,0.838,0
Me_Enamoré***Shakira,0.211,0.711,0.000198,0.929,0.875,0
Tu_Foto***Ozuna,0.205,0.735,0.000194,0.783,0.482,0
Vente_Pa'_Ca***Ricky_Martin,0.00431,0.663,1.69e-05,0.521,0.92,0
Safari***J_Balvin,0.551,0.508,3.41e-06,0.565,0.687,0
Alguien_Robo***Sebastian_Yatra,0.0897,0.745,0.0,0.645,0.921,0
Vacaciones***Wisin,0.256,0.772,0.0,0.679,0.909,0
Te_Quiero_Pa´Mi***Don_Omar,0.125,0.761,2.1e-05,0.619,0.82,0
Ay_Mi_Dios***IAmChino,0.167,0.761,0.0,0.82,0.829,0
Traicionera***Sebastian_Yatra,0.142,0.776,0.0,0.646,0.669,0
Si_Tú_La_Ves***Nicky_Jam,0.204,0.685,0.0,0.776,0.731,0
Lumbra***Cali_Y_El_Dandee,0.053,0.724,0.0,0.833,0.84,0
La_Bicicleta***Carlos_Vives,0.206,0.746,1.84e-06,0.954,0.961,0
Bailame***Nacho,0.163,0.817,0.00226,0.56,0.869,0
Dile_Que_Tu_Me_Quieres***Ozuna,0.0998,0.721,0.0,0.828,0.687,0
Deja_vu***Prince_Royce,0.39,0.732,0.0,0.818,0.801,0
Sé_Que_Te_Duele***Alejandro_Fernandez,0.245,0.682,0.0,0.772,0.858,0
Borro_Cassette***Maluma,0.132,0.73,0.0,0.789,0.701,0
DUELE_EL_CORAZON***Enrique_Iglesias,0.0786,0.724,0.0,0.851,0.904,0
Andas_En_Mi_Cabeza***Chino_&_Nacho,0.0244,0.68,0.0,0.524,0.954,0
Chillax***Farruko,0.0724,0.827,0.0,0.51,0.646,0
Hasta_el_Amanecer***Nicky_Jam,0.282,0.832,0.0,0.579,0.608,0
Bailame_Despacio***Xantos,0.163,0.688,0.0,0.589,0.719,0
Shaky_Shaky***Daddy_Yankee,0.076,0.899,0.0,0.871,0.626,0
Besándote***Piso_21,0.0345,0.724,0.0,0.495,0.809,0
Ando_buscando_(feat._Piso_21)***Carlos_Baute,0.0685,0.712,7.87e-05,0.656,0.841,0
Hula_Hoop***Daddy_Yankee,0.113,0.801,0.00424,0.938,0.822,0
Qué_Gano_Olvidándote_-_Versión_Urbana***Reik,0.0869,0.49,0.0,0.656,0.894,0
Ya_Me_Enteré_(feat._Nicky_Jam)_-_Urban_Version***Reik,0.234,0.768,0.0,0.8,0.742,0
Mi_Tesoro_(feat._Nicky_Jam)***Zion_&_Lennox,0.0821,0.725,0.0,0.476,0.711,0
Tú_Sí_Sabes_Quererme***Natalia_Lafourcade,0.803,0.612,3.29e-05,0.813,0.57,0
Si_Me_Dices_Que_Si_(feat._Nicky_Jam)***Cosculluela,0.189,0.67,0.0,0.794,0.679,0
Fuego***Juanes,0.0525,0.779,0.0,0.924,0.659,0
Al_Filo_de_Tu_Amor***Carlos_Vives,0.051,0.712,0.0,0.84,0.901,0
Young_And_Menace***Fall_Out_Boy,0.0983,0.648,0.001,0.301,0.833,0
"Sugar,_We're_Goin_Down***Fall_Out_Boy",0.00898,0.499,0.0,0.692,0.824,0
Centuries***Fall_Out_Boy,0.004,0.385,0.0,0.548,0.866,0
My_Songs_Know_What_You_Did_In_The_Dark_(Light_Em_Up)***Fall_Out_Boy,0.0313,0.561,2.34e-05,0.562,0.927,0
Immortals***Fall_Out_Boy,0.00139,0.613,1.82e-06,0.532,0.874,0
Uma_Thurman***Fall_Out_Boy,0.119,0.623,0.000227,0.718,0.956,0
"Dance,_Dance***Fall_Out_Boy",0.00494,0.616,0.0,0.531,0.961,0
"This_Ain't_A_Scene,_It's_An_Arms_Race***Fall_Out_Boy",0.000965,0.607,0.0,0.376,0.889,0
Bad_Liar***Selena_Gomez,0.177,0.95,0.0,0.741,0.412,0
Despacito_-_Remix***Luis_Fonsi,0.222,0.63,0.0,0.814,0.815,0
Thunder***Imagine_Dragons,0.00593,0.608,0.0573,0.25,0.841,0
Attention***Charlie_Puth,0.0969,0.774,3.12e-05,0.758,0.626,0
There's_Nothing_Holdin'_Me_Back***Shawn_Mendes,0.381,0.857,0.0,0.965,0.8,0
Quit_(feat._Ariana_Grande)***Cashmere_Cat,0.102,0.44,1.7e-05,0.125,0.413,0
The_Cure***Lady_Gaga,0.0745,0.696,0.0,0.539,0.503,0
First_Time***Kygo,0.197,0.633,0.0,0.643,0.592,0
No_Vacancy***OneRepublic,0.062,0.711,0.0,0.483,0.722,0
Most_Girls***Hailee_Steinfeld,0.0485,0.76,0.0,0.384,0.588,0
Malibu***Miley_Cyrus,0.0577,0.565,4.16e-05,0.392,0.782,0
Stay_(with_Alessia_Cara)***Zedd,0.238,0.457,0.0,0.535,0.627,0
1-800-273-8255***Logic,0.56,0.622,0.0,0.361,0.593,0
Pretty_Girl_-_Cheat_Codes_X_CADE_Remix***Maggie_Lindemann,0.15,0.703,0.132,0.732,0.868,0
Now_Or_Never***Halsey,0.115,0.66,1.59e-06,0.485,0.575,0
No_Promises_(feat._Demi_Lovato)***Cheat_Codes,0.0575,0.741,0.0,0.609,0.667,0
Slow_Hands***Niall_Horan,0.0133,0.726,0.0,0.874,0.429,0
Bad_Bitch_(feat._Ty_Dolla_$ign)***Bebe_Rexha,0.0283,0.656,0.0,0.364,0.615,0
Good_Life_(with_G-Eazy_&_Kehlani)***G-Eazy,0.00464,0.565,0.0,0.551,0.771,0
The_Night_We_Met***Lord_Huron,0.97,0.549,0.132,0.117,0.371,0
Rollin***Calvin_Harris,0.45,0.754,6.67e-05,0.673,0.762,0
Obsession_(feat._Jon_Bellion)***Vice,0.00728,0.741,0.000971,0.441,0.559,0
Whippin_(feat._Felix_Snow)***Kiiara,0.549,0.87,0.00356,0.676,0.502,0
Symphony***Clean_Bandit,0.281,0.718,3.29e-05,0.47,0.609,0
Break_Up_Every_Night***The_Chainsmokers,0.00411,0.624,0.0,0.536,0.806,0
Unforgettable***French_Montana,0.0293,0.726,0.0101,0.75,0.769,0
HUMBLE.***Kendrick_Lamar,0.000339,0.905,2.05e-05,0.419,0.596,0
do_re_mi***Blackbear,0.00517,0.747,1.48e-05,0.16,0.592,0
Swalla_(feat._Nicki_Minaj_&_Ty_Dolla_$ign)***Jason_Derulo,0.075,0.696,0.0,0.779,0.817,0
Whatever_It_Takes***Imagine_Dragons,0.0355,0.673,0.0,0.568,0.676,0
Touch***Little_Mix,0.032,0.607,0.0,0.521,0.718,0
Selfish***Future,0.0303,0.415,7.64e-06,0.0951,0.369,0
It_Ain’t_Me_(with_Selena_Gomez)***Kygo,0.0905,0.648,0.0,0.497,0.532,0
Mama***Jonas_Blue,0.128,0.747,0.0,0.537,0.799,0
The_One***The_Chainsmokers,0.238,0.76,8.09e-06,0.157,0.303,0
Nights_With_You***MØ,0.401,0.763,1.16e-05,0.608,0.671,0
TG4M***Zara_Larsson,0.0235,0.667,1.52e-05,0.585,0.648,0
Mask_Off***Future,0.0102,0.833,0.0219,0.286,0.434,0
Bon_Appétit***Katy_Perry,0.122,0.803,5.81e-05,0.54,0.793,0
Sign_of_the_Times***Harry_Styles,0.0275,0.516,0.0,0.209,0.595,0
At_My_Best_(feat._Hailee_Steinfeld)***Machine_Gun_Kelly,0.00246,0.532,0.000111,0.242,0.778,0
Issues***Julia_Michaels,0.416,0.704,0.0,0.45,0.423,0
That's_What_I_Like***Bruno_Mars,0.013,0.853,0.0,0.853,0.56,0
September_Song***JP_Cooper,0.0561,0.623,0.0,0.371,0.656,0
Still_Got_Time***ZAYN,0.131,0.748,0.0,0.513,0.627,0
Location***Khalid,0.33,0.736,0.000162,0.322,0.449,0
Scared_to_Be_Lonely***Martin_Garrix,0.0895,0.584,0.0,0.19,0.54,0
Passionfruit***Drake,0.304,0.804,0.0862,0.372,0.459,0
Shape_of_You***Ed_Sheeran,0.581,0.825,0.0,0.933,0.652,0
Wild_Ones_(feat._Sia)***Flo_Rida,0.0991,0.608,0.0,0.441,0.86,0
Starships***Nicki_Minaj,0.167,0.748,0.0,0.68,0.727,0
Lollipop***Lil_Wayne,0.0656,0.828,0.000876,0.446,0.433,0
Time_of_Our_Lives***Pitbull,0.0921,0.72,0.0,0.716,0.802,0
Stereo_Hearts_(feat._Adam_Levine)***Gym_Class_Heroes,0.0319,0.646,0.0,0.791,0.795,0
Glad_You_Came***The_Wanted,0.0643,0.755,1.59e-05,0.454,0.838,0
Dynamite***Taio_Cruz,0.00622,0.75,0.0,0.819,0.78,0
Clique***JAY_Z,0.0567,0.467,0.0,0.304,0.564,0
Airplanes_(feat._Hayley_Williams_of_Paramore)***B.o.B,0.11,0.66,0.0,0.376,0.867,0
Trumpets***Jason_Derulo,0.555,0.635,0.0,0.63,0.691,0
Live_Your_Life_-_feat._Rihanna***T.I.,0.071,0.375,0.0,0.472,0.862,0
Like_A_G6***Far_East_Movement,0.00738,0.352,0.0,0.716,0.843,0
Feel_This_Moment***Pitbull,0.039,0.673,0.0,0.541,0.758,0
Timber***Pitbull,0.0295,0.581,0.0,0.792,0.963,0
Classic***MKTO,0.0384,0.72,0.0,0.767,0.791,0
Titanium_(feat._Sia)***David_Guetta,0.069,0.599,0.137,0.254,0.803,0
E.T._-_feat._Kanye_West***Katy_Perry,0.0181,0.62,0.0,0.769,0.869,0
GDFR_(feat._Sage_The_Gemini_&_Lookas)***Flo_Rida,0.000704,0.657,0.00534,0.698,0.827,0
"Young,_Wild_&_Free_(feat._Bruno_Mars)***Snoop_Dogg",0.0525,0.715,0.0,0.557,0.655,0
The_Monster***Eminem,0.0514,0.786,0.0,0.602,0.857,0
TiK_ToK***Kesha,0.0746,0.755,1.27e-06,0.719,0.832,0
Love_You_Like_A_Love_Song***Selena_Gomez_&_The_Scene,0.0715,0.859,0.0,0.875,0.697,0
Don't_You_Worry_Child_(Radio_Edit)_[feat._John_Martin]***Swedish_House_Mafia,0.112,0.612,0.0,0.441,0.84,0
Sexy_Bitch_(feat._Akon)_-_Featuring_Akon;explicit***David_Guetta,0.0762,0.809,0.000371,0.797,0.628,0
Somebody***Natalie_La_Rose,0.000979,0.842,1.34e-05,0.758,0.531,0
Maps***Maroon_5,0.0183,0.745,0.0,0.847,0.714,0
Am_I_Wrong***Nico_&_Vinz,0.162,0.725,2.13e-06,0.753,0.68,0
Umbrella***Rihanna,0.0117,0.579,0.0,0.561,0.821,0
Counting_Stars***OneRepublic,0.0649,0.663,0.0,0.471,0.714,0
Turn_Down_for_What***DJ_Snake,0.00107,0.818,0.128,0.0953,0.799,0
Get_Lucky***Daft_Punk,0.0378,0.81,1.82e-06,0.86,0.793,0
A_Dustland_Fairytale***The_Killers,0.0533,0.441,3.7e-06,0.281,0.87,0
My_House***Flo_Rida,0.0215,0.688,0.0,0.731,0.702,0
Best_I_Ever_Had***Drake,0.219,0.427,0.0,0.581,0.861,0
Stitches***Shawn_Mendes,0.0196,0.592,0.0,0.73,0.752,0
I_Will_Never_Let_You_Down***Rita_Ora,0.403,0.753,0.0,0.787,0.801,0
Do_I_Wanna_Know?***Arctic_Monkeys,0.186,0.548,0.000263,0.428,0.532,0
Cinema_-_Skrillex_Remix***Benny_Benassi,0.00901,0.635,0.00799,0.422,0.983,0
Take_Care***Drake,0.0431,0.697,1.25e-05,0.289,0.527,0
Love_Song***Sara_Bareilles,0.0208,0.583,0.0,0.556,0.786,0
Blurred_Lines***Robin_Thicke,0.00373,0.862,6.14e-06,0.825,0.608,0
Swimming_Pools_(Drank)_-_Extended_Version***Kendrick_Lamar,0.119,0.68,2.86e-05,0.261,0.489,0
Beautiful_Girls_-_Radio_Disney_Version***Sean_Kingston,0.161,0.772,0.0,0.744,0.648,0
Cool***Gwen_Stefani,0.0532,0.709,5.15e-05,0.78,0.697,0
Can’t_Live_Without***Hollyn,0.455,0.627,0.0,0.488,0.56,0
Glimpse***Kim_Walker-Smith,0.0394,0.567,0.0,0.381,0.678,0
Broken_Things***Matthew_West,0.0495,0.547,0.0,0.262,0.513,0
Even_If***MercyMe,0.379,0.335,2.67e-05,0.13,0.582,0
Home***Chris_Tomlin,0.0363,0.468,0.0,0.479,0.786,0
Nowhere***Sarah_Reeves,0.648,0.322,0.00297,0.191,0.508,0
Hills_and_Valleys_(The_Valleys_Version)***Tauren_Wells,0.766,0.486,0.0,0.421,0.331,0
Chain_Breaker***Zach_Williams,0.0189,0.475,0.0,0.382,0.672,0
Clean***Natalie_Grant,0.912,0.361,7.79e-05,0.184,0.236,0
I_Will***Citizen_Way,0.447,0.519,0.0,0.293,0.684,0
The_Gospel***Ryan_Stevenson,0.0353,0.576,6.68e-05,0.599,0.686,0
Throne_Room***Kim_Walker-Smith,0.0342,0.511,0.0,0.245,0.815,0
I_Won't_Let_You_Go_-_Radio_Version***Switchfoot,0.0164,0.526,0.0,0.266,0.692,0
Unfinished***Mandisa,0.0176,0.621,0.0,0.255,0.674,0
Old_Church_Choir***Zach_Williams,0.117,0.673,0.0,0.638,0.813,0
Forgiven***Crowder,0.28,0.555,0.0,0.295,0.663,0
Love_Wins***Love_and_Theft,0.379,0.534,0.0,0.407,0.508,0
I_Have_This_Hope***Tenth_Avenue_North,0.199,0.422,0.0,0.0974,0.336,0
In_Awe***Hollyn,0.568,0.448,5.68e-05,0.308,0.412,0
Oh_My_Soul***Casting_Crowns,0.498,0.331,0.0,0.129,0.427,0
You_Redeem_-_Studio_Version***Aaron_Shust,0.0229,0.385,0.0,0.237,0.663,0
Amen***Hunter_Hayes,0.0141,0.447,0.0,0.331,0.89,0
Brand_New_Life***Colton_Dixon,0.0107,0.619,0.0,0.507,0.733,0
Oceans_(Where_Feet_May_Fail)_-_Radio_Version***Hillsong_United,0.202,0.497,0.0,0.225,0.604,0
O_God_Forgive_Us***for_KING_&_COUNTRY,0.587,0.464,5.64e-06,0.209,0.225,0
Death_Was_Arrested***North_Point_InsideOut,0.0298,0.306,0.0,0.149,0.742,0
Back_To_God***Reba_McEntire,0.149,0.536,0.0,0.326,0.711,0
Say_The_Word***Hillsong_United,0.000767,0.429,5.14e-05,0.233,0.636,0
On_My_Side***Kim_Walker-Smith,0.627,0.295,0.0,0.136,0.326,0
Bloom***Grayson_Reed,0.0218,0.534,0.0,0.783,0.933,0
Revival***Third_Day,0.104,0.475,0.0,0.729,0.92,0
Hold_It_All***Cody_Carnes,0.415,0.436,2.46e-06,0.352,0.618,0
Lifer***MercyMe,0.0458,0.704,0.0,0.96,0.928,0
Now***Mallary_Hope,0.0166,0.543,0.0,0.728,0.944,0
Battles***The_Afters,0.0108,0.534,0.0,0.435,0.862,0
Prove_Me_Wrong***Mandisa,0.85,0.227,0.0,0.225,0.309,0
Run_the_Race***Holly_Starr,0.193,0.732,1.25e-06,0.637,0.606,0
The_Happy_Song***Jamie_Grace,0.322,0.659,0.0,0.961,0.848,0
Find_You_Here***Ellie_Holcomb,0.298,0.588,0.0,0.492,0.58,0
Change_The_World_(feat._Hollyn)***Derek_Minor,0.0875,0.353,0.0,0.308,0.87,0
Rise***Kim_Walker-Smith,0.225,0.696,2.22e-06,0.368,0.713,0
Priceless***for_KING_&_COUNTRY,0.00532,0.529,0.0,0.648,0.769,0
Alive_In_You_-_Studio_Version***Jesus_Culture,0.000774,0.525,0.0,0.286,0.657,0
What_A_Beautiful_Name***Hillsong_Worship,0.187,0.423,0.0,0.0968,0.502,0
Beloved***Jordan_Feliz,0.00497,0.574,0.0,0.52,0.802,0
There_Is_a_Cloud***Elevation_Worship,0.000619,0.388,0.0,0.128,0.542,0
Rise***Danny_Gokey,0.0643,0.519,0.0,0.603,0.907,0
Fearless***Jasmine_Murray,0.00687,0.688,0.0,0.841,0.843,0
Tears***Matt_Hammitt,0.807,0.569,9.35e-06,0.308,0.484,0
To_Live_Is_Christ***Sidewalk_Prophets,0.0024,0.547,1.24e-06,0.179,0.511,0
Be_The_Change***Britt_Nicole,0.0198,0.511,0.0,0.544,0.831,0
Parachute***Joshua_Micah,0.000937,0.676,8.94e-05,0.0484,0.79,0
Where_You_Are_(Reimagined)***Hillsong_Young_&_Free,0.0646,0.587,0.0,0.593,0.791,0
The_Cause_Of_Christ***Kari_Jobe,0.183,0.389,0.0,0.0963,0.525,0
King_Of_The_World***Natalie_Grant,0.105,0.528,0.0,0.113,0.59,0
Come_Alive_(Dry_Bones)***Lauren_Daigle,0.0326,0.37,0.0,0.117,0.723,0
Even_So_Come_-_Radio_Version/Live***Passion,0.0919,0.301,0.0,0.208,0.762,0
"10,000_Reasons_(Bless_the_Lord)_[Radio_Version]***Matt_Redman",0.0839,0.459,0.0,0.298,0.561,0
